Temperature,Pressure,Catalyst_Concentration,Feed_Composition,Reaction_Time,Reactor_Volume,Cooling_Rate,Agitation_Speed,Yield
374.83570765056163,241.98066309758008,0.4663958402130649,0.6209678045114145,6.602569000541024,907.9618591955808,17.23411377326365,478.421287367178,313.87667870695674
343.0867849414408,227.73901048738307,0.15940885972621743,0.7253633457935417,5.906181334382777,1029.4361411000082,18.730241468013823,382.2238542008642,292.96571928640776
382.3844269050346,201.78891109760522,0.41393848057253135,0.8215219561933901,8.455458128157183,1081.8680070298533,16.230689431545194,646.9784258787496,316.9884694405666
426.15149282040124,180.5918966688328,0.19989828891218336,0.5548593952610973,2.780833665290414,674.2642892859328,21.91326775738746,437.7729777106004,257.7606562676326
338.2923312638332,220.9466994084077,0.8274116890083,0.732279633821714,6.888849859680199,998.7830197582374,25.624662726516206,315.9733615204432,315.6166966995824
338.293152152541,211.80456156265248,0.9529192233680237,0.7022035041559456,6.719661305601091,1023.7133837984777,11.286140130594795,632.8166053957333,300.87410533374833
428.9606407753696,226.85579660083198,0.16508482773214475,0.5576315144052798,3.539931742959448,958.3683615526672,22.047192653211262,449.5701984187377,281.31663094797915
388.37173645764545,219.0551540504591,0.9596036865625313,0.7495993942115929,6.510700004709739,1193.6910758523818,18.616641141404273,439.21761073843754,316.3194266946945
326.5262807032524,231.48658145958007,0.5703189394030707,0.6094561671443086,5.504217444539343,1063.2670111376306,20.566971959833445,323.46124129700263,294.2630648148233
377.1280021792982,183.94294365318297,0.3696091101584865,0.695133727417605,4.658785610069888,1196.5287862121345,22.294970008371454,674.094148659699,270.7905723824147
326.8291153593769,239.52182196902976,0.16917586774854715,0.5329089297108247,3.7640967695420007,967.6059219474652,19.058987806135896,371.0519412790312,266.18337769493746
326.71351232148714,205.927988140772,0.550561841263376,0.6838336228854492,3.9213358228262214,1140.6216238760387,19.482065732971098,505.844948070565,258.9146781370858
362.0981135783017,262.25782617875797,0.8150639900416738,0.6225853872171281,8.07471814367889,1245.259959179128,18.930624162226806,591.262032254044,348.5723887465147
254.3359877671101,179.32436545731298,0.7363778295400283,0.8289524844741418,5.001024228436224,1196.7540173908992,24.85158100894141,542.1716933003097,238.88954094611333
263.75410837434833,252.0789140949575,0.1452034103175764,0.5227914907989473,6.173195002297189,836.17876098569,22.093799800637484,494.03456880078085,279.17190799430387
321.88562353795135,205.93732350387944,0.16561165183111315,0.667442909967332,3.8136509274986703,961.9485883686428,21.102917688686805,329.83341417125837,247.3384619303793
299.3584439832788,180.45745989156654,0.46258595436937344,0.6833725696525752,3.830220580667542,948.2252941825305,13.645241394538587,419.0275164232716,233.35247965324317
365.71236662976366,185.48342497837035,0.36576144464314897,0.7900024305196476,6.622977213874913,1073.3881802614492,18.107101283934227,518.7800338042522,284.663022793396
304.5987962239395,190.3895807541704,0.3091458907504431,0.7297150300360844,2.975635682672702,1102.95303325218,24.49334580169587,421.28259300130037,231.58239210412438
279.3848149332354,212.7249783920575,0.3529040490178422,0.7668849348776725,4.377179348142093,874.1660988961396,20.188482865619616,520.3359459998768,252.26693298127373
